StudentID,University,Major,RegisteredDate,GraduationDate,Logins,ProfileCompleted,ResumeUploads,ApplicationsSubmitted,CareerFairAttendance,WorkshopAttendance,InfoSessionAttendance,ResumeWorkshopAttended,InterviewInvites,ShortlistedCount,InternshipPlacement,InternshipEmployer,InternshipStartDate,FullTimePlacement,FullTimeEmployer,FullTimePlacementDate,DaysToFullTimeJob,Applications_Tech,Applications_Finance,Applications_Healthcare,Applications_Education,Applications_Manufacturing
S01408,UT Austin,Business,2025-01-25,2028-06-21,151,1,6,31,2,4,3,1,8,1,0,,,1,Google,2029-03-29,281.0,6,6,9,7,10
S01409,Michigan,Business,2025-08-22,2029-01-23,141,1,3,37,3,5,2,1,10,7,0,,,1,Deloitte,2029-11-01,282.0,7,12,7,2,8
S01410,Boston University,Business,2025-04-19,2028-08-10,139,1,2,28,1,4,2,1,2,2,0,,,1,Intel,2028-09-22,43.0,9,10,3,1,9
S01411,Arizona State U.,Business,2024-06-06,2027-10-18,157,1,4,31,3,4,2,1,8,4,0,,,1,Pfizer,2028-04-18,183.0,6,12,9,10,4
S01412,UCSD,Business,2025-04-28,2028-06-29,143,1,2,35,2,6,0,1,4,3,1,Goldman Sachs,2028-01-18,1,JPMorgan Chase,2028-10-28,121.0,10,5,9,7,10
S01413,Boston University,Business,2025-10-22,2029-02-23,147,1,3,35,1,4,2,1,3,1,1,Microsoft,2028-11-18,0,,,,5,12,4,3,9
S01414,Michigan,Business,2025-05-19,2028-06-21,142,1,3,43,3,4,2,1,8,3,0,,,0,,,,3,4,7,6,7
S01415,Purdue,Business,2025-01-05,2028-10-28,141,1,4,34,3,5,2,1,6,4,1,EY,2028-03-29,0,,,,8,7,4,7,4
S01416,NYU,Business,2024-09-21,2028-08-07,138,1,2,34,1,2,2,1,3,2,1,Johnson & Johnson,2028-01-09,1,Tesla,2028-11-06,91.0,7,8,4,8,8
S01417,Penn State,Business,2025-08-12,2028-08-19,155,1,1,28,3,5,2,1,6,3,0,,,1,Amazon,2029-01-28,162.0,3,3,6,9,3
S01418,Purdue,Business,2024-02-29,2027-05-13,145,1,6,36,2,6,2,1,6,1,1,JPMorgan Chase,2026-11-23,1,Tesla,2027-08-20,99.0,7,3,6,12,5
S01419,UT Austin,Business,2024-02-24,2027-07-12,158,1,2,35,3,5,2,1,5,2,1,Goldman Sachs,2027-01-11,1,Google,2028-02-09,212.0,7,6,3,8,5
S01420,Michigan,Business,2024-10-25,2028-07-22,177,1,1,24,2,5,2,1,3,1,1,Deloitte,2028-04-04,1,Intel,2028-11-28,129.0,5,11,10,12,8
S01421,UCSD,Business,2024-07-06,2027-08-23,151,1,8,33,0,4,2,1,6,3,1,Deloitte,2027-04-13,1,Cisco,2028-03-05,195.0,8,7,8,1,5
S01422,Georgia Tech,Business,2025-12-02,2029-05-04,145,1,5,38,3,4,2,1,9,5,1,Pfizer,2028-11-26,1,Microsoft,2029-12-05,215.0,6,7,8,5,4
S01423,Penn State,Business,2025-08-16,2029-02-11,156,1,3,24,1,6,2,1,10,3,0,,,1,Google,2029-05-25,103.0,3,3,7,12,3
S01424,UT Austin,Business,2025-06-14,2028-11-04,152,1,3,39,3,4,2,1,7,4,0,,,1,Intel,2029-06-12,220.0,9,13,9,11,10
S01425,Florida,Business,2025-02-25,2028-08-17,161,1,3,34,2,4,2,1,6,1,0,,,1,Microsoft,2028-12-08,113.0,7,6,7,9,2
S01426,Ohio State,Business,2024-06-07,2028-02-19,165,1,3,44,0,4,2,1,4,2,0,,,1,Cisco,2028-07-11,143.0,7,10,7,9,6
S01427,Ohio State,Business,2025-07-26,2029-06-04,161,1,2,31,3,1,0,1,6,3,0,,,1,Cisco,2030-03-30,299.0,6,9,7,5,7
S01428,Penn State,Business,2025-12-30,2029-10-07,136,1,6,34,2,4,2,1,6,3,0,,,1,Goldman Sachs,2030-01-03,88.0,7,3,6,5,17
S01429,Florida,Business,2024-03-19,2027-05-17,172,1,1,41,3,3,1,1,4,2,1,General Electric,2027-01-14,1,JPMorgan Chase,2027-06-24,38.0,3,4,6,10,9
S01430,Georgia Tech,Business,2024-11-15,2028-11-02,153,1,2,40,2,3,2,1,6,3,1,Amazon,2028-05-04,1,General Electric,2029-07-16,256.0,6,5,5,6,5
S01431,Purdue,Business,2025-06-19,2028-12-10,139,1,2,25,2,2,1,1,4,2,1,Johnson & Johnson,2028-07-29,1,Google,2029-06-13,185.0,8,10,8,6,6
S01432,Boston University,Business,2024-05-01,2027-08-22,133,1,0,39,2,4,1,1,4,2,0,,,1,Cisco,2027-11-25,95.0,6,6,9,5,11
S01433,Boston University,Business,2024-05-25,2028-05-11,114,1,1,37,2,3,4,1,5,2,0,,,1,Meta,2028-10-04,146.0,12,5,6,5,6
S01434,UT Austin,Business,2024-08-02,2027-10-07,166,1,2,27,2,2,1,1,7,2,1,Goldman Sachs,2027-06-19,0,,,,7,5,10,8,3
S01435,Boston University,Business,2024-04-24,2027-06-02,147,1,5,31,3,3,2,1,6,2,1,Intel,2027-02-28,0,,,,3,6,4,12,11
S01436,Florida,Business,2025-03-17,2028-04-06,158,1,0,49,2,4,2,1,4,3,1,Microsoft,2027-11-18,1,Intel,2028-05-22,46.0,13,8,8,5,5
S01437,UCSD,Business,2025-06-09,2029-04-07,152,1,4,36,3,5,2,1,5,4,1,JPMorgan Chase,2028-12-23,1,General Electric,2029-07-06,90.0,6,5,5,7,7
S01438,Michigan,Business,2024-02-14,2027-03-18,180,1,1,39,2,5,2,1,3,2,1,Pfizer,2026-10-02,0,,,,7,9,8,4,7
S01439,Arizona State U.,Business,2024-04-08,2027-06-10,172,1,0,28,2,4,2,1,3,1,1,EY,2027-01-19,1,Amazon,2027-10-20,132.0,4,8,3,12,2
S01440,UCSD,Business,2024-12-25,2028-01-08,142,1,4,30,1,4,2,1,12,5,0,,,1,Amazon,2028-03-24,76.0,7,14,8,9,7
S01441,Boston University,Business,2024-10-11,2028-08-02,167,1,4,40,3,3,1,1,11,7,1,Tesla,2028-02-05,1,Cisco,2028-11-22,112.0,7,9,6,5,9
S01442,Penn State,Business,2025-09-19,2029-01-19,151,1,6,39,5,5,3,1,8,3,1,EY,2028-06-14,1,Microsoft,2029-03-24,64.0,8,5,5,13,5
S01443,Purdue,Business,2024-01-15,2027-10-11,133,1,3,36,1,3,3,1,4,2,1,Johnson & Johnson,2027-05-19,0,,,,6,6,8,4,6
S01444,Ohio State,Business,2024-10-15,2028-01-10,168,1,2,41,3,4,2,1,3,1,1,Google,2027-05-28,1,General Electric,2028-03-30,80.0,6,3,9,6,4
S01445,Ohio State,Business,2025-05-31,2029-05-27,141,1,1,29,4,6,2,1,11,5,1,Tesla,2028-10-28,1,JPMorgan Chase,2029-09-28,124.0,7,9,7,7,6
S01446,UCSD,Business,2024-04-19,2027-07-20,142,1,0,36,4,5,1,1,5,2,1,Goldman Sachs,2027-01-21,1,Apple,2028-03-23,247.0,8,9,6,10,7
S01447,Penn State,Business,2024-08-21,2028-03-16,150,1,4,38,1,4,0,1,3,3,1,Intel,2027-11-19,1,Microsoft,2028-09-22,190.0,8,7,9,3,6
S01448,Florida,Business,2024-04-22,2028-01-13,144,1,4,46,3,4,2,1,13,6,1,JPMorgan Chase,2027-09-11,1,Johnson & Johnson,2028-08-14,214.0,7,7,5,9,8
S01449,Michigan,Business,2025-07-24,2028-08-12,158,1,2,36,3,4,4,1,5,3,1,Tesla,2028-04-23,1,Microsoft,2029-05-21,282.0,9,7,6,8,6
S01450,NYU,Business,2024-10-17,2028-06-06,165,1,1,37,3,6,2,1,10,5,0,,,0,,,,7,2,9,11,6
S01451,Purdue,Business,2024-11-15,2028-10-31,164,1,3,32,2,4,2,1,1,0,0,,,1,Apple,2029-07-15,257.0,6,2,5,5,9
S01452,Penn State,Business,2025-02-21,2028-07-18,148,1,2,42,4,3,2,1,9,5,1,Apple,2028-01-01,1,General Electric,2028-09-21,65.0,6,9,6,3,9
S01453,Florida,Business,2025-11-26,2029-06-01,153,1,1,31,2,4,2,1,8,5,1,Google,2029-01-17,1,Pfizer,2030-03-09,281.0,15,9,8,9,6
S01454,UCLA,Business,2025-02-09,2028-09-20,151,1,1,37,2,5,2,1,3,2,1,Pfizer,2028-02-10,1,Microsoft,2028-12-02,73.0,4,6,6,9,7
S01455,UT Austin,Business,2025-02-08,2028-08-31,163,1,2,42,3,4,2,1,5,3,1,Johnson & Johnson,2028-05-07,1,Microsoft,2028-12-25,116.0,2,8,11,10,10
S01456,Georgia Tech,Business,2024-07-22,2028-01-11,154,1,2,45,3,3,0,1,14,9,1,EY,2027-08-23,1,Microsoft,2028-09-03,236.0,7,10,8,6,9
S01457,Ohio State,Business,2025-03-10,2028-11-19,162,1,2,28,4,3,3,1,10,5,1,Intel,2028-06-11,0,,,,6,6,9,1,8
S01458,Boston University,Business,2025-08-18,2029-06-16,155,1,3,40,2,6,2,1,9,4,1,Intel,2029-01-08,1,Tesla,2030-02-05,234.0,4,6,5,12,9
S01459,Florida,Business,2025-11-13,2029-09-16,139,1,5,34,1,3,2,1,3,2,1,JPMorgan Chase,2029-03-07,1,Meta,2030-07-04,291.0,9,7,9,8,7
S01460,UT Austin,Business,2025-04-10,2028-06-03,146,1,3,34,2,4,2,1,2,1,1,Meta,2028-02-03,1,JPMorgan Chase,2029-03-10,280.0,7,5,7,8,7
S01461,Ohio State,Business,2025-10-05,2028-12-11,148,1,3,32,3,5,3,1,13,9,1,Microsoft,2028-09-05,1,Cisco,2029-02-06,57.0,7,11,4,13,14
S01462,UCLA,Business,2025-05-25,2029-05-06,156,1,7,29,2,3,2,1,7,3,0,,,1,Amazon,2029-06-18,43.0,9,6,5,7,7
S01463,NYU,Business,2025-09-11,2029-08-23,153,1,0,35,4,5,2,1,7,4,0,,,1,Amazon,2030-03-08,197.0,4,8,4,8,7
S01464,Michigan,Business,2025-09-28,2029-08-12,143,1,5,36,1,6,2,1,10,6,1,Intel,2029-04-20,1,Pfizer,2029-10-20,69.0,6,7,6,7,7
S01465,Penn State,Business,2025-05-19,2029-01-11,130,1,7,25,2,5,2,1,3,2,0,,,1,Meta,2029-05-24,133.0,8,9,7,7,8
S01466,UCSD,Business,2025-05-24,2029-01-29,154,1,2,31,2,4,2,1,7,4,1,Meta,2028-06-24,0,,,,4,9,7,4,6
S01467,Penn State,Business,2024-12-17,2028-09-18,159,1,1,32,0,4,3,1,4,2,0,,,1,Intel,2028-10-27,39.0,9,8,8,7,4
S01468,Arizona State U.,Business,2025-03-16,2028-05-14,148,1,2,41,4,3,2,1,6,2,1,JPMorgan Chase,2027-11-08,1,Cisco,2028-11-21,191.0,8,8,3,6,4
S01469,NYU,Business,2025-03-29,2028-11-18,149,1,4,31,2,3,2,1,6,1,1,Google,2028-08-11,1,Deloitte,2029-03-18,120.0,12,4,10,5,7
S01470,UCSD,Business,2024-11-06,2028-11-01,122,1,5,30,3,5,2,1,9,4,1,JPMorgan Chase,2028-06-22,1,Amazon,2029-07-09,250.0,5,10,6,5,4
S01471,Michigan,Business,2025-02-02,2028-10-08,138,1,2,32,2,5,2,1,6,4,1,EY,2028-06-12,1,Pfizer,2029-07-16,281.0,4,7,9,3,4
S01472,Penn State,Business,2025-12-02,2029-09-03,154,1,1,29,3,4,2,1,6,1,1,JPMorgan Chase,2029-01-10,0,,,,10,3,5,13,7
S01473,Florida,Business,2025-07-29,2028-10-16,155,1,4,42,3,6,3,1,3,1,1,Google,2028-03-11,1,Meta,2029-06-03,230.0,7,6,6,8,8
S01474,Florida,Business,2025-08-28,2029-03-08,133,1,4,34,4,3,2,1,11,7,1,Intel,2028-09-09,1,Tesla,2029-08-30,175.0,5,6,7,5,5
S01475,Arizona State U.,Business,2024-01-29,2027-11-26,150,1,0,33,2,3,4,1,5,2,0,,,1,Amazon,2028-01-18,53.0,2,7,7,10,3
S01476,Georgia Tech,Business,2024-12-23,2028-10-16,134,1,2,34,4,5,3,1,6,3,0,,,0,,,,5,7,8,3,7
S01477,Arizona State U.,Business,2025-10-02,2029-03-24,179,1,7,26,0,4,2,1,2,0,1,Microsoft,2028-09-18,1,Tesla,2029-11-28,249.0,8,9,6,6,7
S01478,Georgia Tech,Business,2025-02-25,2028-08-22,124,0,3,26,4,3,2,1,6,4,1,Pfizer,2028-05-10,1,Apple,2029-01-24,155.0,9,8,9,8,4
S01479,Ohio State,Business,2025-10-25,2029-04-01,151,1,4,39,0,4,2,1,4,2,1,General Electric,2028-12-11,1,Cisco,2029-06-03,63.0,7,13,10,9,8
S01480,Michigan,Business,2024-04-27,2027-10-16,157,1,1,32,1,3,3,1,5,3,0,,,1,Google,2028-02-09,116.0,4,8,2,7,2
S01481,Penn State,Business,2024-11-29,2027-12-18,139,1,3,32,3,2,2,1,7,5,1,Pfizer,2027-05-25,1,EY,2028-08-20,246.0,4,11,8,7,5
S01482,Penn State,Business,2025-03-07,2028-07-20,137,1,4,35,0,7,3,1,8,4,1,Johnson & Johnson,2028-04-16,0,,,,7,7,7,7,7
S01483,Florida,Business,2025-08-25,2028-09-04,132,1,3,42,2,3,1,1,5,1,1,Goldman Sachs,2028-03-17,1,Tesla,2029-04-21,229.0,4,7,5,8,5
S01484,Purdue,Business,2024-04-10,2027-12-16,154,1,1,41,3,4,2,1,10,5,1,Johnson & Johnson,2027-08-23,1,Tesla,2028-04-29,135.0,4,7,6,6,4
S01485,Florida,Business,2025-05-29,2029-05-04,150,1,2,35,1,3,1,1,5,3,1,Amazon,2028-11-09,0,,,,11,10,4,4,8
S01486,Purdue,Business,2024-11-02,2028-05-06,151,1,3,37,2,4,3,1,6,3,1,Apple,2027-10-18,1,Pfizer,2029-02-14,284.0,7,4,4,5,7
S01487,UCLA,Business,2025-07-02,2028-10-18,175,1,2,31,4,2,2,1,1,1,1,Meta,2028-05-08,1,Meta,2028-12-11,54.0,5,5,9,5,11
S01488,Purdue,Business,2025-02-15,2028-06-09,160,1,6,41,3,5,3,1,6,3,1,Johnson & Johnson,2028-02-17,1,EY,2028-08-26,78.0,9,10,10,9,5
S01489,Georgia Tech,Business,2024-10-06,2027-11-09,134,1,3,41,3,4,1,1,7,3,1,Intel,2027-03-19,1,Goldman Sachs,2028-08-08,273.0,4,6,7,7,6
S01490,Ohio State,Business,2024-12-21,2028-01-29,154,1,1,36,2,4,1,1,5,2,1,Deloitte,2027-08-15,1,Goldman Sachs,2028-07-30,183.0,11,5,8,9,9
S01491,UCSD,Business,2025-07-06,2028-12-12,153,1,3,40,3,5,1,1,6,3,0,,,0,,,,7,7,7,6,2
S01492,Ohio State,Business,2025-02-28,2028-09-20,138,1,4,31,2,4,2,1,3,1,1,EY,2028-04-19,1,JPMorgan Chase,2029-07-10,293.0,6,7,9,4,9
S01493,UCSD,Business,2025-07-14,2028-10-13,135,1,1,36,3,5,1,1,8,6,0,,,1,Pfizer,2028-11-21,39.0,3,9,5,5,9
S01494,Boston University,Business,2025-06-12,2028-09-14,157,1,1,32,2,3,1,1,6,2,1,JPMorgan Chase,2028-01-21,1,Pfizer,2029-01-31,139.0,7,8,4,12,6
S01495,Boston University,Business,2025-04-23,2028-09-06,154,1,5,40,2,4,3,1,6,3,1,Intel,2028-01-24,0,,,,10,6,3,4,10
S01496,Purdue,Business,2025-03-20,2029-01-02,144,1,4,36,4,3,2,1,5,3,1,Deloitte,2028-09-19,1,Tesla,2029-05-14,132.0,9,7,4,7,7
S01497,Florida,Business,2024-05-31,2027-10-01,148,1,3,45,2,6,1,1,7,1,0,,,1,Johnson & Johnson,2028-01-16,107.0,4,10,9,8,7
S01498,UCSD,Business,2024-11-03,2028-06-12,130,1,2,30,2,4,2,1,3,2,1,Tesla,2027-11-30,0,,,,8,12,5,10,8
S01499,UCLA,Business,2025-10-11,2029-01-22,162,1,1,42,2,3,2,1,4,3,0,,,0,,,,3,9,7,5,9
S01500,NYU,Business,2024-09-30,2028-02-23,132,1,2,26,4,3,1,1,6,2,0,,,1,Meta,2028-06-14,112.0,6,3,5,10,6
S01501,UCSD,Engineering,2025-09-07,2029-01-04,139,1,2,40,3,2,2,1,3,2,0,,,1,Apple,2029-08-29,237.0,5,4,8,5,3
S01502,UCLA,Engineering,2024-06-02,2027-09-08,153,1,1,28,4,3,2,1,6,3,1,Apple,2027-06-03,1,JPMorgan Chase,2028-03-14,188.0,4,7,5,7,6
S01503,Florida,Engineering,2025-07-27,2029-03-06,174,1,4,31,5,4,1,1,9,5,0,,,1,Pfizer,2029-11-07,246.0,8,5,10,7,11
S01504,Arizona State U.,Engineering,2024-07-25,2027-10-14,155,1,4,38,5,2,2,1,5,3,1,Amazon,2027-05-08,1,Meta,2027-11-27,44.0,7,7,6,7,9
S01505,Michigan,Engineering,2025-11-05,2029-08-12,135,1,3,28,4,1,2,1,3,2,0,,,1,Pfizer,2029-12-10,120.0,4,5,8,10,6
S01506,Arizona State U.,Engineering,2025-05-12,2028-05-21,158,1,6,44,4,2,3,1,3,2,1,Cisco,2028-02-07,1,Tesla,2028-08-01,72.0,9,7,8,5,7
S01507,Purdue,Engineering,2024-11-01,2027-12-03,127,1,1,40,4,4,2,1,7,4,1,General Electric,2027-05-23,1,Pfizer,2028-07-06,216.0,5,9,5,7,4
S01508,UCSD,Engineering,2024-04-02,2027-10-22,166,0,2,37,4,4,3,1,6,4,0,,,0,,,,9,7,7,8,8
S01509,Boston University,Engineering,2024-05-23,2027-09-20,147,1,1,33,4,3,2,1,9,3,0,,,1,EY,2027-12-16,87.0,7,7,5,6,7
S01510,Boston University,Engineering,2025-05-27,2028-07-26,148,1,2,28,3,2,2,1,3,3,1,Pfizer,2027-12-16,1,Meta,2029-05-20,298.0,8,6,5,5,6
S01511,Florida,Engineering,2024-04-02,2027-08-01,133,1,0,45,4,4,3,1,3,2,1,Intel,2027-04-02,1,Tesla,2028-02-07,190.0,5,4,9,9,8
S01512,Purdue,Engineering,2025-02-03,2028-06-02,155,1,2,26,5,3,3,1,4,1,1,Apple,2027-11-17,1,Microsoft,2028-09-13,103.0,7,5,4,12,9
S01513,UT Austin,Engineering,2024-08-07,2027-12-25,141,1,3,29,4,5,2,1,9,6,1,Goldman Sachs,2027-06-06,1,Cisco,2028-06-02,160.0,9,10,6,10,10
S01514,Purdue,Engineering,2024-02-27,2027-11-04,160,1,1,37,4,3,1,1,8,4,1,Tesla,2027-03-23,0,,,,6,6,5,12,10
S01515,Boston University,Engineering,2024-04-25,2027-10-04,164,1,3,39,3,3,2,1,12,5,1,Goldman Sachs,2027-02-17,0,,,,3,9,10,7,6
S01516,Florida,Engineering,2025-11-30,2029-04-04,138,1,4,31,4,2,3,1,2,0,1,General Electric,2028-10-25,1,Tesla,2029-07-17,104.0,10,9,8,9,9
S01517,Florida,Engineering,2025-01-11,2028-06-16,147,1,1,35,5,6,3,1,14,5,1,Pfizer,2028-03-13,1,Cisco,2028-08-02,47.0,10,8,9,6,5
S01518,Boston University,Engineering,2025-11-09,2028-12-05,150,1,2,32,6,2,2,1,6,4,1,Meta,2028-07-07,1,Meta,2029-07-19,226.0,12,6,11,10,7
S01519,UCSD,Engineering,2025-12-18,2029-06-20,143,1,3,43,5,4,1,1,6,2,0,,,0,,,,6,3,15,5,10
S01520,UCSD,Engineering,2024-05-04,2028-02-01,170,1,4,37,5,0,3,0,4,1,1,Cisco,2027-09-04,1,Goldman Sachs,2028-10-14,256.0,5,6,5,9,8
S01521,Arizona State U.,Engineering,2025-02-06,2028-06-15,141,1,3,32,3,4,3,1,7,4,1,Microsoft,2027-12-31,1,Meta,2028-11-12,150.0,5,11,2,11,9
S01522,Ohio State,Engineering,2024-06-13,2028-01-23,137,1,1,35,4,4,2,1,6,2,1,General Electric,2027-08-05,1,Intel,2028-09-17,238.0,7,8,4,19,10
S01523,Arizona State U.,Engineering,2024-10-07,2027-11-17,141,1,5,29,3,2,2,1,7,4,1,JPMorgan Chase,2027-04-16,1,General Electric,2028-07-15,241.0,7,13,9,8,8
S01524,Georgia Tech,Engineering,2025-03-08,2028-04-27,132,1,3,43,4,5,3,1,4,3,1,Johnson & Johnson,2027-12-18,1,Deloitte,2028-10-07,163.0,3,7,7,5,11
S01525,UCLA,Engineering,2024-12-26,2028-07-28,157,1,3,39,3,4,1,1,9,4,1,Johnson & Johnson,2027-12-11,1,JPMorgan Chase,2029-02-10,197.0,12,8,10,6,9
S01526,Boston University,Engineering,2024-01-29,2027-02-23,142,1,5,35,4,1,1,1,4,3,1,Pfizer,2026-10-09,1,Intel,2027-11-07,257.0,6,6,5,8,10
S01527,UCSD,Engineering,2024-05-19,2027-05-20,126,1,6,27,4,2,2,1,4,3,1,Apple,2026-11-09,0,,,,6,3,4,6,3
S01528,UCSD,Engineering,2024-11-08,2028-04-16,147,1,3,35,5,3,1,1,5,3,1,Microsoft,2027-08-23,1,Amazon,2028-07-11,86.0,6,5,2,5,7
S01529,Ohio State,Engineering,2025-06-12,2029-06-11,154,1,0,38,2,3,3,1,7,5,0,,,1,Cisco,2029-09-15,96.0,8,8,6,4,4
S01530,Purdue,Engineering,2025-12-03,2029-06-30,145,1,4,37,4,3,2,1,10,4,1,JPMorgan Chase,2029-01-10,1,Cisco,2030-03-31,274.0,6,8,6,5,12
S01531,Boston University,Engineering,2024-05-16,2027-09-26,147,1,6,35,3,3,3,1,6,4,1,Pfizer,2027-05-15,1,Intel,2028-04-10,197.0,6,9,9,6,5
S01532,Michigan,Engineering,2024-07-22,2027-09-03,146,1,1,39,2,4,0,1,5,3,1,Tesla,2027-02-19,1,Goldman Sachs,2028-01-04,123.0,16,7,9,5,5
S01533,NYU,Engineering,2025-08-07,2028-11-28,153,0,3,31,3,5,1,1,7,4,1,Google,2028-08-25,1,General Electric,2029-04-24,147.0,10,4,7,13,6
S01534,UCLA,Engineering,2025-04-18,2028-07-27,135,1,2,34,3,4,2,1,10,5,0,,,1,Johnson & Johnson,2029-01-07,164.0,6,6,7,3,3
S01535,UT Austin,Engineering,2024-02-20,2027-09-12,153,1,1,40,5,3,1,1,7,4,1,EY,2027-02-25,1,Amazon,2028-02-22,163.0,4,7,10,9,8
S01536,UCLA,Engineering,2025-01-11,2028-04-07,169,1,2,28,3,6,3,1,12,10,1,Microsoft,2027-08-16,0,,,,10,7,8,4,5
S01537,Arizona State U.,Engineering,2025-06-22,2029-01-29,131,1,3,38,5,2,1,1,4,2,1,Cisco,2028-07-07,0,,,,7,6,7,6,5
S01538,UCSD,Engineering,2025-05-21,2028-07-19,144,1,3,29,4,5,2,1,7,3,0,,,1,Johnson & Johnson,2028-12-10,144.0,7,7,8,5,5
S01539,Ohio State,Engineering,2024-07-14,2027-11-27,152,1,3,36,4,3,4,1,8,7,1,Johnson & Johnson,2027-06-17,1,Goldman Sachs,2028-09-05,283.0,8,10,9,5,3
S01540,UT Austin,Engineering,2025-03-17,2028-06-29,161,1,1,45,2,4,3,1,13,8,1,Cisco,2028-02-05,1,Johnson & Johnson,2028-12-20,174.0,5,6,6,6,11
S01541,UCSD,Engineering,2024-07-12,2028-02-11,157,1,2,43,4,2,2,1,5,2,1,Goldman Sachs,2027-09-28,1,Google,2028-05-25,104.0,6,5,5,1,4
S01542,Michigan,Engineering,2024-09-25,2028-01-23,153,1,7,27,2,3,1,1,7,3,0,,,0,,,,9,4,7,9,8
S01543,Purdue,Engineering,2025-04-06,2028-08-10,164,0,5,39,2,2,3,1,4,1,1,EY,2028-02-08,1,Microsoft,2029-05-01,264.0,8,4,9,9,5
S01544,Arizona State U.,Engineering,2025-04-25,2028-07-01,149,1,1,26,5,3,2,1,3,0,1,Johnson & Johnson,2028-01-11,1,Pfizer,2029-02-19,233.0,2,10,7,5,4
S01545,Ohio State,Engineering,2025-12-31,2029-07-14,141,1,3,33,4,1,0,1,5,4,1,Johnson & Johnson,2028-12-28,1,Microsoft,2029-12-22,161.0,6,7,1,6,7
S01546,UCLA,Engineering,2025-07-24,2028-08-22,136,1,5,38,4,0,1,0,5,2,1,Tesla,2028-05-11,1,JPMorgan Chase,2029-01-19,150.0,4,5,5,4,8
S01547,Georgia Tech,Engineering,2025-09-12,2029-08-20,171,1,2,39,4,3,2,1,5,2,1,Google,2029-05-11,0,,,,10,8,5,8,5
S01548,Michigan,Engineering,2025-05-31,2029-04-12,142,1,2,33,2,4,3,1,9,4,1,Meta,2028-10-07,1,Pfizer,2029-11-30,232.0,7,14,9,5,3
S01549,Georgia Tech,Engineering,2024-05-15,2028-02-25,139,1,2,30,5,4,1,1,6,2,1,EY,2027-11-17,1,Meta,2028-06-25,121.0,8,9,2,4,5
S01550,UT Austin,Engineering,2025-05-30,2029-02-05,159,1,8,39,3,2,3,1,4,2,1,General Electric,2028-08-13,1,Amazon,2029-11-01,269.0,7,8,4,4,4
S01551,UCLA,Engineering,2024-11-20,2028-11-17,166,1,5,27,3,2,3,1,5,3,1,Goldman Sachs,2028-04-06,1,Meta,2029-02-27,102.0,9,7,4,9,9
S01552,UCLA,Engineering,2024-11-16,2027-12-08,163,1,4,42,5,1,2,1,5,2,1,JPMorgan Chase,2027-08-08,0,,,,10,7,6,9,7
S01553,Michigan,Engineering,2025-01-04,2028-08-11,147,1,4,32,4,2,2,1,6,2,1,General Electric,2028-03-02,1,EY,2029-01-22,164.0,6,4,13,7,10
S01554,Michigan,Engineering,2025-06-13,2028-11-19,165,1,4,36,5,5,2,1,7,5,1,General Electric,2028-05-02,1,Tesla,2029-03-13,114.0,9,9,2,5,4
S01555,Boston University,Engineering,2025-05-18,2028-08-02,184,1,2,35,3,4,2,1,7,3,1,Cisco,2027-12-14,1,Google,2029-04-14,255.0,5,1,7,10,5
S01556,Ohio State,Engineering,2024-06-01,2027-06-28,163,1,1,37,5,2,3,1,4,2,1,Amazon,2027-01-31,0,,,,5,6,6,12,6
S01557,Arizona State U.,Engineering,2025-04-26,2028-09-05,143,1,5,38,4,3,4,1,6,5,1,Johnson & Johnson,2028-04-27,1,Goldman Sachs,2029-06-01,269.0,12,11,3,4,6
S01558,UCLA,Engineering,2025-05-21,2028-06-09,148,1,1,41,5,3,3,1,6,0,0,,,1,Tesla,2029-02-20,256.0,11,6,6,7,9
S01559,Boston University,Engineering,2025-07-28,2029-04-01,154,1,2,36,5,4,2,1,10,8,1,JPMorgan Chase,2028-09-06,1,Cisco,2029-06-27,87.0,7,6,5,6,12
S01560,Boston University,Engineering,2024-05-31,2027-08-02,165,1,2,39,5,3,1,1,4,3,1,Microsoft,2027-02-04,1,Cisco,2027-12-14,134.0,5,6,13,8,10
S01561,Michigan,Engineering,2024-07-03,2027-09-27,158,1,2,39,4,2,1,1,7,2,1,Cisco,2027-02-19,0,,,,5,7,5,9,12
S01562,Michigan,Engineering,2025-07-30,2029-07-03,145,1,5,43,5,2,2,1,7,3,1,Apple,2028-11-06,0,,,,8,7,3,7,11
S01563,Purdue,Engineering,2024-01-05,2027-09-30,156,1,5,34,4,4,2,1,6,3,0,,,1,Goldman Sachs,2028-01-30,122.0,5,9,7,12,9
S01564,UCLA,Engineering,2024-09-09,2028-05-21,146,1,2,38,4,4,2,1,11,3,1,General Electric,2028-01-28,1,Google,2028-12-05,198.0,12,5,10,4,3
S01565,Michigan,Engineering,2025-11-28,2029-11-10,148,1,2,34,4,4,2,1,6,3,1,Goldman Sachs,2029-07-12,1,EY,2030-06-19,221.0,11,10,11,6,7
S01566,UCLA,Engineering,2024-11-27,2028-02-13,168,1,2,25,3,2,1,1,4,1,1,Microsoft,2027-11-08,1,Cisco,2028-11-04,265.0,8,6,8,7,6
S01567,Boston University,Engineering,2025-11-06,2029-07-08,155,1,2,35,4,3,2,1,6,2,1,Pfizer,2028-12-14,1,EY,2029-12-22,167.0,6,9,3,5,5
S01568,UCSD,Engineering,2024-01-06,2027-06-22,159,1,4,34,4,1,3,1,5,2,1,Pfizer,2027-03-13,1,Tesla,2028-03-09,261.0,5,6,6,5,5
